Fan Power ,Compressor Power ,Battery Current ,Battery Voltage ,Battery Backup Time,IT_Load, Phase Output Load Percentage,UPS Efficiency ,Accessory Load ,UPS_loose,Outdoor Temperature,Outdoor Relative humidity ,Relative Humidity  Setpoint ,Upper_RH recomm,Lower_RH recomm,IT Room humidity ,Upper_Temp recomm,Lower_Temp recomm,Temperature  Set point ,IT Room temperature ,Battery Temperature,Total_IN,PUE
743.12,2733.00,0.10,427.05,805.68,4969.47,47.11,85.67,1164.31,830.92,15.75,80.13,45,55.00,40.00,41.80,27.00,18.00,20,19.90,22.84,5800.39,10
789.56,2695.43,0.10,427.00,811.08,4960.27,46.82,86.15,1164.54,797.45,16.63,78.50,45,55.00,40.00,43.80,27.00,18.00,20,20.20,23.54,5757.72,10
724.66,2824.94,0.10,427.00,820.42,4908.9,46.35,85.12,1163.46,857.88,16.75,77.25,45,55.00,40.00,43.00,27.00,18.00,20,22.00,22.70,5766.78,13
717.05,2695.76,0.10,427.02,820.10,4911.1,46.38,85.02,1164.40,865.18,15.38,80.25,45,55.00,40.00,43.50,27.00,18.00,20,20.10,21.80,5776.28,11
722.65,2890.04,0.10,427.06,819.89,4913.3,46.38,85.27,1163.62,849.04,16.25,75.38,45,55.00,40.00,44.30,27.00,18.00,20,22.00,22.90,5762.34,14
791.97,2787.57,0.10,426.97,823.24,4891.8,46.20,83.75,1166.86,949.09,16.63,75.13,45,55.00,40.00,44.40,27.00,18.00,20,19.60,22.78,5840.89,16
728.95,2741.73,0.10,427.03,819.83,4915.4,46.38,84.45,1165.43,904.79,15.25,78.63,45,55.00,40.00,44.90,27.00,18.00,20,19.60,21.05,5820.19,13
744.62,2735.86,0.10,427.01,820.42,4908.6,46.34,83.60,1164.85,962.66,15.38,80.88,45,55.00,40.00,46.00,27.00,18.00,20,21.20,22.79,5871.26,1
790.36,2696.72,0.10,427.02,819.86,4913.3,46.39,83.63,1165.15,962.03,15.75,79.25,45,55.00,40.00,45.60,27.00,18.00,20,22.20,22.45,5875.33,14
729.76,2826.04,0.10,426.99,819.20,4919.5,45.11,83.72,1166.87,956.75,15.38,78.63,45,55.00,40.00,45.60,27.00,18.00,20,19.70,21.80,5876.25,15
727.65,2684.06,0.10,426.94,820.78,4906.7,46.34,83.60,1162.88,962.53,15.50,75.13,45,55.00,40.00,39.30,27.00,18.00,20,22.80,22.34,5869.23,13
723.45,2891.98,0.10,426.97,820.07,4907.3,46.37,83.56,1164.58,965.47,16.13,72.00,45,55.00,40.00,44.20,27.00,18.00,20,21.10,22.21,5872.77,17
789.00,2790.77,0.10,427.06,918.93,4381.5,41.72,82.39,1165.80,936.82,16.00,69.25,45,55.00,40.00,44.20,27.00,18.00,20,22.80,23.88,5318.32,30
727.05,2760.31,0.10,427.02,917.05,4391.5,41.81,82.43,1166.41,935.93,16.00,76.50,45,55.00,40.00,46.80,27.00,18.00,20,19.10,20.75,5327.43,27
745.72,2737.66,0.10,427.07,919.08,4382.5,41.72,82.68,1164.79,918.30,15.00,85.00,45,55.00,40.00,45.90,27.00,18.00,20,21.40,23.09,5300.80,27
791.76,2697.72,0.10,427.04,918.97,4383.5,41.74,82.58,1159.28,924.71,15.50,80.00,45,55.00,40.00,45.50,27.00,18.00,20,21.70,22.00,5308.21,27
739.78,2830.54,0.10,427.01,855.83,4719.7,44.68,82.97,1165.70,969.08,16.13,74.13,45,55.00,40.00,44.20,27.00,18.00,20,22.70,22.67,5688.78,21
723.95,2665.08,0.10,427.07,818.44,4925.8,46.44,83.67,1165.89,961.64,16.38,70.50,45,55.00,40.00,44.50,27.00,18.00,20,19.10,21.24,5887.44,12
728.80,2889.43,0.10,427.00,819.64,4914.7,46.36,83.68,1165.42,958.80,16.00,73.00,45,55.00,40.00,45.80,27.00,18.00,20,19.30,23.01,5873.50,17
776.21,2791.97,0.10,427.03,917.16,4388.3,41.79,82.41,1169.85,936.42,16.00,69.25,45,55.00,40.00,45.50,27.00,18.00,20,22.70,23.21,5324.72,29
730.11,2770.31,0.10,427.03,916.68,4390.7,41.81,82.56,1169.06,927.75,16.00,76.50,45,55.00,40.00,45.50,27.00,18.00,20,21.50,20.90,5318.45,27
753.82,2735.72,0.10,427.04,917.16,4388.1,41.81,82.38,1163.71,938.32,15.00,85.00,45,55.00,40.00,45.40,27.00,18.00,20,19.50,22.67,5326.42,27
790.99,2687.98,0.10,427.01,917.00,4390.5,41.81,82.37,1165.97,939.65,15.50,80.00,45,55.00,40.00,50.40,27.00,18.00,20,22.50,21.77,5330.15,27
741.91,2834.04,0.10,427.01,916.96,4391.5,41.82,82.42,1164.22,936.58,16.13,74.13,45,55.00,40.00,38.80,27.00,18.00,20,21.00,21.35,5328.08,29
719.01,2675.18,0.10,427.04,916.35,4395,41.84,82.47,1162.67,934.32,16.38,70.50,45,55.00,40.00,38.90,27.00,18.00,20,19.40,21.54,5329.32,25
730.05,2899.73,0.10,427.03,918.15,4387.9,41.76,82.24,1165.24,947.57,16.00,73.00,45,55.00,40.00,45.40,27.00,18.00,20,19.60,23.65,5335.47,31
780.41,2796.77,0.10,427.08,842.88,4776.4,45.34,87.53,1170.82,680.20,16.00,69.25,45,55.00,40.00,45.70,27.00,18.00,20,21.70,22.30,5456.60,14
757,2777.31,0.10,427.05,846.94,4756.8,45.15,86.51,1170.03,742.04,16.00,76.50,45,55.00,40.00,42.00,27.00,18.00,20,21.50,21.88,5498.84,14
783.82,2737.82,0.10,427.03,861.88,4671.8,44.46,85.21,1167.49,810.66,15.00,85.00,45,55.00,40.00,45.30,27.00,18.00,20,22.20,22.69,5482.46,18
785.92,2677.18,0.10,427.06,860.91,4675.6,44.50,85.13,1166.37,816.71,15.50,80.00,45,55.00,40.00,38.80,27.00,18.00,20,22.80,22.65,5492.31,16
749.71,2845.54,0.10,427.06,858.89,4685.5,44.59,85.41,1167.57,800.22,16.13,74.13,45,55.00,40.00,41.90,27.00,18.00,20,21.20,23.05,5485.72,19
731.65,2678.92,0.10,427.08,866.09,4649.7,44.23,84.69,1166.36,840.41,16.38,70.50,45,55.00,40.00,44.80,27.00,18.00,20,23.40,24.04,5490.11,17
733.85,2876.76,0.10,427.05,892.30,4513.9,42.97,82.26,1167.84,973.14,16.00,73.00,45,55.00,40.00,34.40,27.00,18.00,20,22.50,21.21,5487.04,27
770.91,2799.67,427.10,0.10,860.07,4678.6,44.54,83.08,1170.73,952.58,15.50,67.83,45,55.00,40.00,40.50,27.00,18.00,20,21.50,22.09,5631.18,22
776.04,2779.31,427.09,0.10,859.33,4686.7,44.58,83.10,1171.15,952.91,16.00,68.63,45,55.00,40.00,42.20,27.00,18.00,20,21.20,20.08,5639.61,21
785.64,2749.52,427.06,0.10,860.62,4676.7,44.52,83.09,1174.10,951.63,15.88,72.38,45,55.00,40.00,39.80,27.00,18.00,20,21.50,21.70,5628.33,21
778.67,2667.95,427.06,0.10,860.30,4677,44.53,82.87,1197.30,966.91,14.13,85.13,45,55.00,40.00,39.40,27.00,18.00,20,22.50,21.55,5643.91,20
759.71,2839.94,427.09,0.10,858.34,4690.9,44.64,83.03,1215.25,958.79,15.63,74.63,45,55.00,40.00,41.00,27.00,18.00,20,23.40,22.15,5649.69,23
738.65,2688.00,427.06,0.10,845.53,4762.8,45.23,83.31,1192.11,954.41,15.38,75.13,45,55.00,40.00,46.90,27.00,18.00,20,21.70,23.04,5717.21,17
746.44,2887.06,427.07,0.10,845.15,4764.3,45.24,83.21,1172.23,961.14,14.38,71.75,45,55.00,40.00,40.20,27.00,18.00,20,21.50,22.01,5725.44,21
780.01,2789.70,0.10,427.07,853.93,4718.4,44.87,83.09,1215.45,960.32,14.63,54.50,45,55.00,40.00,42.20,27.00,18.00,20,21.60,21.11,5678.72,22
769.04,2769.31,0.10,427.13,852.15,4725.5,44.96,83.04,1216.15,965.26,15.38,49.13,45,55.00,40.00,38.70,27.00,18.00,20,22.00,20.98,5690.76,21
792.05,2758.52,0.10,427.14,854.07,4715.6,44.85,83.06,1216.63,962.03,15.38,47.75,45,55.00,40.00,44.10,27.00,18.00,20,22.50,21.65,5677.63,21
788.77,2677.85,0.10,427.12,855.26,4706.5,44.78,83.23,1204.63,948.46,15.50,48.50,45,55.00,40.00,44.00,27.00,18.00,20,21.60,21.77,5654.96,19
769.71,2829.74,0.10,427.09,855.51,4703.5,44.78,83.09,1190.00,957.40,15.00,53.13,45,55.00,40.00,38.00,27.00,18.00,20,21.20,22.25,5660.90,22
736.65,2688.65,0.10,427.09,854.65,4710.7,44.81,83.15,1178.41,954.82,15.25,57.75,45,55.00,40.00,37.10,27.00,18.00,20,21.60,22.84,5665.52,18
756.54,2897.06,0.10,427.05,858.42,4691,44.65,83.03,1174.89,958.48,14.88,58.63,45,55.00,40.00,39.30,27.00,18.00,20,22.30,22.91,5649.48,23
783.00,2786.87,0.10,427.09,857.88,4695.4,44.70,83.41,1233.31,933.60,15.00,53.50,45,55.00,40.00,31.20,27.00,18.00,20,22.10,23.54,5629.00,22
778.14,2799.31,0.10,427.08,856.12,4702.5,44.76,83.41,1233.53,935.25,15.50,56.50,45,55.00,40.00,31.50,27.00,18.00,20,21.50,21.98,5637.75,22
782.63,2778.52,0.10,427.06,853.06,4719.8,44.91,82.94,1234.04,971.14,15.75,58.75,45,55.00,40.00,45.80,27.00,18.00,20,22.30,22.05,5690.94,22
789.57,2678.35,0.10,427.08,852.08,4724.9,44.97,82.98,1223.92,969.04,16.38,59.63,45,55.00,40.00,46.30,27.00,18.00,20,22.20,23.07,5693.94,20
789.74,2839.74,0.10,427.09,854.06,4716.6,44.86,83.06,1217.09,961.71,16.00,55.50,45,55.00,40.00,46.10,27.00,18.00,20,22.30,23.05,5678.31,23
766.85,2698.43,0.10,427.10,853.99,4717.1,44.87,83.05,1215.56,962.57,16.13,64.75,45,55.00,40.00,61.60,27.00,18.00,20,21.50,23.54,5679.67,20
776.94,2888.86,0.10,427.09,854.14,4716.2,44.86,83.21,1215.60,951.78,15.63,62.75,45,55.00,40.00,35.10,27.00,18.00,20,22.80,21.81,5667.98,24
785.13,2788.23,0.10,427.06,856.51,4702.2,44.72,83.39,1189.17,936.69,15.00,54.13,45,55.00,40.00,59.80,27.00,18.00,20,21.80,23.54,5638.89,21
774.58,2789.90,0.10,427.07,854.09,4713.8,44.84,83.54,1189.16,928.75,15.13,51.13,45,55.00,40.00,57.90,27.00,18.00,20,19.20,21.98,5642.55,21
789.93,2769.52,0.10,427.09,854.64,4710.2,44.81,82.85,1191.98,974.88,15.13,50.50,45,55.00,40.00,36.30,27.00,18.00,20,22.00,22.05,5685.08,22
787.77,2698.35,0.10,427.12,854.67,4710.9,44.83,83.38,1188.84,939.03,15.88,46.00,45,55.00,40.00,39.40,27.00,18.00,20,19.10,23.07,5649.93,19
799.74,2739.74,0.10,427.09,856.01,4704.9,44.78,83.57,1208.61,924.88,17.00,43.50,45,55.00,40.00,60.60,27.00,18.00,20,22.30,23.05,5629.78,21
768.73,2708.43,0.10,427.07,857.84,4694.2,44.68,83.45,1231.84,931.16,17.13,45.25,45,55.00,40.00,60.20,27.00,18.00,20,22.00,23.54,5625.36,20
796.94,2894.86,0.10,427.09,860.03,4682.2,44.57,83.35,1235.31,935.24,16.13,45.75,45,55.00,40.00,59.10,27.00,18.00,20,19.10,21.81,5617.44,25
786.79,2789.87,0.10,427.08,859.74,4683.2,44.58,83.63,1189.47,916.92,15.25,40.13,45,55.00,40.00,34.00,27.00,18.00,20,19.40,21.66,5600.12,21
775.58,2899.89,0.10,427.07,858.78,4690.7,44.61,83.61,1187.59,919.51,15.75,35.38,45,55.00,40.00,34.50,27.00,18.00,20,21.70,20.09,5610.21,23
779.03,2779.02,0.10,427.08,855.18,4707.3,44.78,83.40,1188.51,937.05,15.25,37.88,45,55.00,40.00,34.20,27.00,18.00,20,21.60,21.95,5644.35,21
799.45,2788.35,0.10,427.03,840.32,4787.1,45.47,83.87,1191.33,921.00,15.13,39.88,45,55.00,40.00,34.90,27.00,18.00,20,21.70,22.87,5708.10,19
801.04,2769.54,0.10,427.08,838.18,4802.6,45.58,83.58,1190.56,943.19,14.88,38.50,45,55.00,40.00,66.70,27.00,18.00,20,21.70,22.15,5745.79,19
779.23,2728.83,0.10,427.07,836.32,4808.4,45.67,83.61,1189.05,942.30,16.00,51.38,45,55.00,40.00,34.10,27.00,18.00,20,21.50,22.65,5750.70,17
789.54,2864.86,0.10,427.06,843.16,4777.3,45.36,83.50,1188.85,944.26,15.00,58.63,45,55.00,40.00,66.70,27.00,18.00,20,21.80,22.98,5721.56,21
779.90,2790.43,0.10,427.07,851.18,4729.3,44.98,83.39,1188.75,942.17,14.25,52.13,45,55.00,40.00,67.60,27.00,18.00,20,22.90,22.36,5671.47,21
768.78,2799.09,0.10,427.10,846.41,4754.9,45.19,83.37,1191.81,948.51,15.13,40.88,45,55.00,40.00,66.90,27.00,18.00,20,23.00,21.19,5703.41,20
778.23,2889.72,0.10,427.12,851.43,4729.3,44.96,83.41,1195.57,940.49,16.25,45.63,45,55.00,40.00,64.80,27.00,18.00,20,23.10,20.85,5669.79,23
774.45,2789.55,0.10,427.12,849.62,4739.1,45.04,83.21,1199.18,956.28,17.88,40.88,45,55.00,40.00,65.20,27.00,18.00,20,22.30,23.07,5695.38,21
799.04,2779.64,0.10,427.12,852.07,4726.3,44.93,83.32,1198.29,946.49,17.00,41.00,45,55.00,40.00,31.60,27.00,18.00,20,22.20,22.21,5672.79,21
769.99,2734.45,0.10,427.10,851.39,4727.9,44.96,83.37,1197.63,943.35,16.38,47.75,45,55.00,40.00,31.90,27.00,18.00,20,19.40,21.05,5671.25,19
787.81,2872.16,0.10,427.12,852.87,4721.9,44.88,83.42,1195.79,938.50,16.75,58.88,45,55.00,40.00,69.60,27.00,18.00,20,19.50,20.78,5660.40,23
781.19,2794.03,0.10,427.10,828.81,4852.7,46.03,83.44,1214.71,963.28,16.00,45.50,45,55.00,40.00,32.00,27.00,18.00,20,18.50,21.36,5815.98,19
798.08,2785.48,0.10,427.07,830.39,4844.8,45.95,83.50,1211.52,957.54,15.38,40.88,45,55.00,40.00,29.10,27.00,18.00,20,23.10,20.19,5802.34,19
788.03,2874.31,0.10,427.11,834.10,4823.9,45.77,83.39,1208.27,960.53,15.50,48.25,45,55.00,40.00,29.00,27.00,18.00,20,22.10,21.85,5784.43,21
784.11,2769.05,0.10,427.14,831.56,4842.2,45.89,83.53,1204.29,954.82,15.13,45.63,45,55.00,40.00,29.10,27.00,18.00,20,18.50,22.07,5797.02,18
769.70,2784.70,0.10,427.11,843.69,4773.1,45.31,83.60,1195.21,936.53,14.38,44.50,45,55.00,40.00,29.20,27.00,18.00,20,22.90,23.21,5709.63,19
789.43,2764.75,0.10,427.10,842.99,4775.9,45.36,83.35,1200.97,954.20,15.25,42.25,45,55.00,40.00,29.10,27.00,18.00,20,22.20,20.35,5730.10,20
784.21,2878.72,0.10,427.08,849.48,4739.3,45.05,83.34,1193.70,947.19,14.75,40.13,45,55.00,40.00,29.00,27.00,18.00,20,18.50,23.78,5686.49,22
783.33,2784.03,0.10,427.07,856.69,4696.1,44.71,83.15,1192.71,951.63,14.75,36.63,45,55.00,40.00,29.60,27.00,18.00,20,21.80,21.36,5647.73,22
797.03,2795.38,0.10,427.08,851.95,4724.7,44.93,83.31,1189.14,946.27,15.13,35.50,45,55.00,40.00,30.10,27.00,18.00,20,22.10,20.19,5670.97,21
786.57,2883.51,0.10,427.13,854.25,4713.4,44.83,83.42,1189.30,936.72,15.75,36.38,45,55.00,40.00,29.90,27.00,18.00,20,21.90,21.85,5650.12,23
774.12,2779.25,0.10,427.15,855.60,4704.3,44.75,83.38,1187.20,937.50,15.25,40.50,45,55.00,40.00,30.00,27.00,18.00,20,21.70,22.07,5641.80,21
779.87,2794.83,0.10,427.13,838.38,4801.1,45.58,83.45,1207.46,952.32,15.25,39.75,45,55.00,40.00,28.80,27.00,18.00,20,23.50,23.21,5753.42,19
799.02,2757.17,0.10,427.10,835.89,4814.5,45.69,83.51,1207.12,950.39,15.88,40.38,45,55.00,40.00,27.50,27.00,18.00,20,21.70,20.35,5764.89,19
777.71,2869.41,0.10,427.11,828.31,4854.96,46.05,83.46,1216.73,962.03,15.13,37.50,45,55.00,40.00,32.70,27.00,18.00,20,21.90,23.78,5816.99,20
786.21,2779.03,0.10,427.11,890.58,4518.5,43.01,82.60,1190.10,951.62,16.88,32.38,45,55.00,40.00,36.00,27.00,18.00,20,22.10,20.08,5470.12,26
798.56,2785.08,0.10,427.07,874.54,4604.6,43.72,82.78,1193.34,957.59,16.88,47.75,45,55.00,40.00,37.70,27.00,18.00,20,21.90,20.32,5562.19,25
780.32,2893.31,0.10,427.05,870.50,4624.6,43.89,82.80,1187.74,960.82,16.13,64.50,45,55.00,40.00,38.20,27.00,18.00,20,23.20,21.95,5585.42,26
772.09,2809.40,0.10,427.09,869.95,4627.7,43.91,82.78,1191.19,962.45,16.00,69.50,45,55.00,40.00,38.50,27.00,18.00,20,23.70,21.57,5590.15,24
803.07,2799.93,0.10,427.10,874.81,4606.5,43.70,82.96,1190.79,946.33,16.00,71.75,45,55.00,40.00,40.30,27.00,18.00,20,21.80,20.98,5552.83,25
809.00,2798.10,0.10,427.09,888.54,4528.2,43.10,81.96,1190.97,996.84,15.88,75.00,45,55.00,40.00,43.70,27.00,18.00,20,21.70,20.87,5525.04,28
799.81,2880.01,0.10,427.09,869.91,4629.9,44.06,82.65,1190.24,971.58,15.25,73.25,45,55.00,40.00,44.90,27.00,18.00,20,20.50,23.90,5601.48,26
796.71,2780.91,0.10,427.07,892.74,4511.6,42.91,82.68,1190.03,945.00,16.00,54.25,45,55.00,40.00,38.80,27.00,18.00,20,20.00,20.08,5456.60,27
790.77,2791.66,0.10,427.07,886.21,4544.5,43.20,82.64,1190.59,954.34,16.25,57.75,45,55.00,40.00,50.20,27.00,18.00,20,21.60,20.32,5498.84,26
792.82,2898.05,0.10,427.07,889.34,4528.2,43.08,82.59,1190.78,954.26,15.25,62.13,45,55.00,40.00,60.50,27.00,18.00,20,22.00,21.95,5482.46,29
784.82,2879.74,0.10,427.09,888.60,4531.2,43.10,82.50,1190.47,961.11,14.75,52.13,45,55.00,40.00,50.10,27.00,18.00,20,18.20,21.57,5492.31,28
7963.97,2783.02,0.10,427.10,888.41,4530.2,43.11,82.58,1191.77,955.52,14.90,50.50,45,55.00,40.00,50.60,27.00,18.00,20,22.20,20.98,5485.72,85
785.99,2793.71,0.10,427.09,889.05,4526.7,43.08,82.45,1191.09,963.41,16.63,58.88,45,55.00,40.00,38.60,27.00,18.00,20,22.00,20.87,5490.11,27
784.07,2893.92,0.10,427.11,890.72,4518,43.01,82.34,1190.75,969.04,16.50,55.13,45,55.00,40.00,38.60,27.00,18.00,20,20.50,23.90,5487.04,29
807.91,2782.51,0.10,427.05,898.79,4484,42.64,82.52,1200.34,949.76,15.63,60.13,45,55.00,40.00,45.10,27.00,18.00,20,21.90,20.08,5433.76,28
799.89,2796.06,0.10,427.08,896.84,4492,42.70,82.58,1199.24,947.58,14.63,64.00,45,55.00,40.00,36.90,27.00,18.00,20,19.90,20.32,5439.58,28
797.02,2889.94,0.10,427.09,896.16,4495.6,42.75,82.60,1201.70,946.79,14.50,51.50,45,55.00,40.00,41.10,27.00,18.00,20,22.20,21.95,5442.39,30
804.23,2893.41,0.10,427.10,894.18,4507.3,42.81,82.59,1199.38,950.28,14.88,38.38,45,55.00,40.00,45.20,27.00,18.00,20,23.00,21.57,5457.58,30
798.09,2791.21,0.10,427.09,892.39,4515.2,42.90,82.60,1198.64,951.35,15.50,38.25,45,55.00,40.00,37.10,27.00,18.00,20,22.90,20.98,5466.55,27
759.89,2753.91,0.10,427.10,892.76,4511.1,42.89,82.52,1194.74,955.44,15.75,52.38,45,55.00,40.00,45.30,27.00,18.00,20,23.00,20.87,5466.54,26
789.77,2883.02,0.10,427.07,893.06,4508.8,42.87,82.56,1190.13,952.32,14.88,53.75,45,55.00,40.00,40.80,27.00,18.00,20,19.80,23.90,5461.12,29
804.01,2792.71,0.10,427.05,877.77,4585.6,43.45,83.04,1201.53,936.75,15.25,45.63,45,55.00,40.00,36.90,27.00,18.00,20,21.20,20.12,5522.35,25
809.23,2795.76,0.10,427.03,873.36,4606.1,43.68,82.95,1202.75,946.93,16.75,34.13,45,55.00,40.00,36.80,27.00,18.00,20,23.50,21.58,5553.03,25
799.92,2899.04,0.10,427.02,883.28,4556.7,43.27,82.63,1204.56,958.03,16.63,35.88,45,55.00,40.00,47.60,27.00,18.00,20,20.10,20.05,5514.73,29
800.78,2887.71,0.10,427.06,893.50,4506.9,42.85,82.58,3610.67,950.78,14.88,38.50,45,55.00,40.00,49.30,27.00,18.00,20,23.00,20.90,5457.68,83
788.99,2762.95,0.10,427.10,897.21,4489.7,42.69,82.48,1200.97,953.36,15.13,37.63,45,55.00,40.00,37.00,27.00,18.00,20,20.10,20.55,5443.06,27
776.03,2786.81,0.10,427.06,895.38,4496.9,42.76,82.54,1200.07,951.34,15.63,38.25,45,55.00,40.00,33.50,27.00,18.00,20,21.90,21.07,5448.24,27
795.07,2875.06,0.10,427.01,895.27,4498.5,42.78,82.62,1200.72,946.29,15.13,55.13,45,55.00,40.00,33.30,27.00,18.00,20,22.90,22.03,5444.79,27
794.72,2798.21,0.10,427.04,833.17,4829.8,45.60,83.38,1258.54,962.80,14.38,76.88,45,55.00,40.00,39.20,27.00,18.00,20,22.80,20.65,5792.60,20
802.53,2789.56,0.10,427.05,833.73,4823.7,45.59,83.32,1220.99,965.46,14.50,69.63,45,55.00,40.00,38.40,27.00,18.00,20,23.20,20.32,5789.16,20
789.99,2858.07,0.10,427.01,834.08,4823.8,45.58,83.45,1201.09,956.40,15.13,57.13,45,55.00,40.00,39.70,27.00,18.00,20,21.60,20.76,5780.20,20
803.58,2889.22,0.10,427.03,839.68,4792.2,45.29,83.27,1201.50,962.57,16.13,48.38,45,55.00,40.00,39.00,27.00,18.00,20,21.30,22.09,5754.77,22
804.49,2782.38,0.10,427.08,868.57,4642.4,43.92,83.07,1201.23,946.24,16.13,45.75,45,55.00,40.00,40.60,27.00,18.00,20,21.00,21.65,5588.64,24
793.87,2779.01,0.10,427.06,877.48,4587.6,43.40,85.54,1206.21,775.31,15.38,50.63,45,55.00,40.00,40.00,27.00,18.00,20,23.10,21.77,5362.91,21
805.85,2839.99,0.10,427.09,876.84,4592.3,43.50,82.90,1200.81,947.55,14.25,44.00,45,55.00,40.00,46.80,27.00,18.00,20,22.90,22.53,5539.85,26
803.76,2776.98,0.10,427.05,849.56,4737.7,44.82,83.20,1269.23,956.56,15.38,30.00,45,55.00,40.00,39.20,27.00,18.00,20,21.50,20.65,5694.26,23
792.70,2770.85,0.10,426.97,846.05,4758.1,45.01,83.30,1268.51,953.67,16.13,38.50,45,55.00,40.00,38.30,27.00,18.00,20,21.70,20.32,5711.77,22
799.09,2839.84,0.10,427.01,848.25,4744.4,44.91,83.15,1271.58,961.10,15.50,61.88,45,55.00,40.00,37.90,27.00,18.00,20,22.00,20.76,5705.50,24
801.12,2902.02,0.10,427.07,850.68,4733.1,44.79,83.03,1270.72,967.22,15.63,65.88,45,55.00,40.00,34.50,27.00,18.00,20,22.30,22.09,5700.32,26
791.69,2797.81,0.10,427.04,848.79,4740.7,44.87,83.10,1273.32,963.80,16.50,55.38,45,55.00,40.00,40.20,27.00,18.00,20,20.80,21.65,5704.50,23
798.00,2788.11,0.10,427.07,840.82,4786.5,45.26,83.04,1272.04,977.61,16.63,47.75,45,55.00,40.00,35.60,27.00,18.00,20,21.90,21.77,5764.11,22
795.05,2840.78,0.10,427.04,833.17,4829.8,45.60,83.37,1274.56,963.36,15.75,49.38,45,55.00,40.00,46.80,27.00,18.00,20,20.90,22.53,5793.16,22
